StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,F_FB_C_D_1,F_FB_C_D_2,F_FB_C_D_3,F_FB_C_D_4,F_FB_C_D_5,F_FB_C_S_1,F_FB_C_S_2,F_FB_C_S_3,F_FB_C_S_4,F_FB_C_S_5,F_L_C_S_1,F_L_C_S_2,F_L_C_S_3,F_L_C_S_4,F_L_C_S_5,F_L_C_D_1,F_L_C_D_2,F_L_C_D_3,F_L_C_D_4,F_L_C_D_5,F_FB_D_D_1,F_FB_D_D_2,F_FB_D_D_3,F_FB_D_D_4,F_FB_D_D_5,F_FB_D_S_1,F_FB_D_S_2,F_FB_D_S_3,F_FB_D_S_4,F_FB_D_S_5,F_L_D_D_1,F_L_D_D_2,F_L_D_D_3,F_L_D_D_4,F_L_D_D_5,F_L_D_S_1,F_L_D_S_2,F_L_D_S_3,F_L_D_S_4,F_L_D_S_5,Fcontrol_1,Fcontrol_2,Fcontrol_3,Fcontrol_4,Fcontrol_5,MControl_1,MControl_2,MControl_3,MControl_4,MControl_5,M_FB_C_D_1,M_FB_C_D_2,M_FB_C_D_3,M_FB_C_D_4,M_FB_C_D_5,M_FB_C_S_1,M_FB_C_S_2,M_FB_C_S_3,M_FB_C_S_4,M_FB_C_S_5,M_L_C_D_1,M_L_C_D_2,M_L_C_D_3,M_L_C_D_4,M_L_C_D_5,M_L_D_S_1,M_L_D_S_2,M_L_D_S_3,M_L_D_S_4,M_L_D_S_5,M_L_C_S_1,M_L_C_S_2,M_L_C_S_3,M_L_C_S_4,M_L_C_S_5,M_L_D_D_1,M_L_D_D_2,M_L_D_D_3,M_L_D_D_4,M_L_D_D_5,M_FB_D_S_1,M_FB_D_S_2,M_FB_D_S_3,M_FB_D_S_4,M_FB_D_S_5,M_FB_D_D_1,M_FB_D_D_2,M_FB_D_D_3,M_FB_D_D_4,M_FB_D_D_5,Age,Country,Gender,Socialmedia,Selfietaking,Country - Topics,FL_6_DO,FemaleStimulus_DO,MaleStimulus_DO
08/05/2018 02:58,08/05/2018 03:02,IP Address,100,224,TRUE,08/05/2018 03:02,R_27qhK7Wt1OLxZKG,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Very well,Not at all well,Not at all well,Very well,Very well,Very well,Not at all well,Not at all well,Very well,Very well,Very well,Not at all well,Not at all well,Very well,Very well,Very well,Not at all well,Not at all well,Neither well nor badly,Well,Very well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Not at all well,Neither well nor badly,Not well,Very well,Not at all well,Not at all well,Well,Neither well nor badly,Very well,Not at all well,Not at all well,Not at all well,Not well,Very well,Not at all well,Not at all well,Well,Well,Very well,Not at all well,Not at all well,Not at all well,Very well,Very well,Not at all well,Not at all well,Not at all well,Very well,Very well,Not at all well,Not at all well,Not at all well,Very well,Very well,Not at all well,Not at all well,Well,Well,Very well,Not at all well,Not at all well,Neither well nor badly,Well,Very well,Not at all well,Not at all well,Not at all well,Well,Very well,Not at all well,Not at all well,Neither well nor badly,Very well,Very well,Not at all well,Not at all well,Neither well nor badly,Well,34,United States,Male,"Facebook,Twitter",Less than once a week,,MaleStimulus|FemaleStimulus,Fcontrol|F_L_C_D|F_FB_D_D|F_FB_D_S|F_FB_C_D|F_L_C_S|F_L_D_S|F_FB_C_S|F_L_D_D,MControl|M_L_D_D|M_FB_C_S|M_FB_D_S|M_FB_C_D|M_L_D_S|M_L_C_D|M_FB_D_D|M_L_C_S
08/05/2018 02:52,08/05/2018 03:02,IP Address,100,623,TRUE,08/05/2018 03:02,R_2YFzC5dpfgglctm,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Not well,Not well,Well,Neither well nor badly,Well,Not well,Not well,Well,Neither well nor badly,Neither well nor badly,Not at all well,Not well,Not well,Not well,Neither well nor badly,Not well,Not well,Well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Not well,Not well,Well,Neither well nor badly,Not well,Not well,Not well,Not well,Not at all well,Neither well nor badly,Not well,Not well,Neither well nor badly,Not well,Not at all well,Not well,Not well,Not at all well,Not at all well,Not well,Not well,Neither well nor badly,Well,Not well,Neither well nor badly,Well,Neither well nor badly,Not at all well,Well,Not well,Well,Well,Not well,Neither well nor badly,Not well,Not well,Neither well nor badly,Not well,Not well,Well,Not well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Well,Not well,Not well,Well,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Not well,Not well,Well,Not at all well,Neither well nor badly,Not well,Well,Neither well nor badly,Not well,Not well,Neither well nor badly,Well,32,United States,Male,"Facebook,Twitter,Tumblr,Instagram,Snapchat",Once a week,,MaleStimulus|FemaleStimulus,F_FB_D_S|F_L_C_D|Fcontrol|F_L_C_S|F_L_D_S|F_FB_C_S|F_FB_D_D|F_FB_C_D|F_L_D_D,M_L_D_S|M_FB_D_S|M_FB_D_D|MControl|M_L_D_D|M_FB_C_S|M_FB_C_D|M_L_C_D|M_L_C_S
08/05/2018 02:56,08/05/2018 03:02,IP Address,100,376,TRUE,08/05/2018 03:02,R_cT0H7Ayt1bWt8tz,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Not at all well,Not at all well,Not at all well,Well,Well,Not at all well,Neither well nor badly,Well,Well,Not at all well,Well,Well,Well,Well,Well,Not well,Well,Well,Well,Not at all well,Not at all well,Not at all well,Well,Neither well nor badly,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Neither well nor badly,,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,61,USA ,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,,FemaleStimulus|MaleStimulus,F_FB_C_D|F_FB_D_D|F_FB_C_S|F_L_D_D|F_L_C_S|F_L_D_S|F_FB_D_S|F_L_C_D|Fcontrol,M_FB_D_S|M_L_D_D|M_FB_C_S|M_FB_D_D|M_FB_C_D|M_L_C_D|M_L_D_S|M_L_C_S|MControl
08/05/2018 02:51,08/05/2018 03:03,IP Address,100,723,TRUE,08/05/2018 03:03,R_246Fupi32DMfN0d,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Very well,Not at all well,Not well,Not at all well,Well,Well,Not at all well,Well,Very well,Well,Not at all well,Not well,Well,Well,Not at all well,Very well,Not at all well,Not well,Not at all well,Not well,Not at all well,Not well,Very well,Very well,Not well,Well,Not at all well,Not well,Well,Not well,Not at all well,Well,Very well,Not at all well,Not at all well,Not at all well,Not well,Well,Very well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Not at all well,Not at all well,Not well,Well,Very well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not well,Not at all well,Not well,Not at all well,Not well,Well,Not well,Not at all well,Not at all well,Not at all well,Well,Very well,Not at all well,Not well,Not well,Well,Very well,Not well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Not at all well,Not well,Not at all well,Well,Not well,Not at all well,Not at all well,34,usa,Female,"Facebook,Twitter,Instagram,Snapchat",At least once a day,,FemaleStimulus|MaleStimulus,F_FB_C_D|F_L_C_D|F_FB_D_S|F_L_D_S|Fcontrol|F_FB_C_S|F_FB_D_D|F_L_C_S|F_L_D_D,M_FB_C_S|M_L_D_S|M_FB_D_S|M_FB_C_D|M_FB_D_D|MControl|M_L_D_D|M_L_C_S|M_L_C_D
08/05/2018 02:51,08/05/2018 03:03,IP Address,100,728,TRUE,08/05/2018 03:03,R_ZI5MoQCHbyuPbot,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Neither well nor badly,Neither well nor badly,Well,Well,Well,Not well,Neither well nor badly,Well,Well,Well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Well,Not well,Neither well nor badly,Well,Not at all well,Not well,Not well,Neither well nor badly,Neither well nor badly,Not well,Not well,Not well,Not well,Neither well nor badly,Not well,Not well,Neither well nor badly,Not well,Not well,Not at all well,Well,Not well,Not well,Well,Not at all well,Not at all well,Well,Neither well nor badly,Not at all well,Not at all well,Not well,Not at all well,Neither well nor badly,Very well,Not at all well,Not at all well,Very well,Not well,Not at all well,Neither well nor badly,Neither well nor badly,Well,Not well,Not at all well,Well,Not at all well,Neither well nor badly,Not at all well,Not at all well,Not well,Not well,Not at all well,Neither well nor badly,Neither well nor badly,Not at all well,Well,Neither well nor badly,Neither well nor badly,Well,Not at all well,Not at all well,Well,Not well,Not at all well,Not at all well,Not well,Well,Neither well nor badly,Not well,Not well,Not at all well,Well,Not well,Not at all well,Not at all well,52,USA,Male,"Facebook,Twitter",Less than once a week,,MaleStimulus|FemaleStimulus,F_L_D_S|F_L_C_S|F_FB_C_S|F_L_D_D|F_L_C_D|F_FB_C_D|F_FB_D_S|F_FB_D_D|Fcontrol,M_FB_C_S|M_L_C_D|M_L_C_S|M_FB_D_D|M_L_D_S|M_L_D_D|M_FB_C_D|MControl|M_FB_D_S
08/05/2018 02:58,08/05/2018 03:03,IP Address,100,294,TRUE,08/05/2018 03:03,R_3R3ZuMVGNXwGamX,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Very well,Neither well nor badly,Not at all well,Very well,Very well,Very well,Neither well nor badly,Not at all well,Very well,Very well,Neither well nor badly,Not well,Not at all well,Not well,Not at all well,Very well,Not well,Not at all well,Neither well nor badly,Not at all well,Very well,Not at all well,Not at all well,Very well,Not at all well,Very well,Not at all well,Not at all well,Well,Not well,Not at all well,Neither well nor badly,Not at all well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Not at all well,Neither well nor badly,Not at all well,Not at all well,Very well,Not at all well,Well,Well,Not at all well,Not at all well,Well,Well,Well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Very well,Not at all well,Very well,Not at all well,Not at all well,Very well,Not well,Not at all well,Not well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Very well,Well,Neither well nor badly,Not well,Not at all well,Not at all well,Well,31,United States,Female,"Facebook,Instagram",Less than once a week,,FemaleStimulus|MaleStimulus,F_FB_D_S|F_L_C_S|F_L_D_D|F_L_C_D|Fcontrol|F_L_D_S|F_FB_D_D|F_FB_C_D|F_FB_C_S,MControl|M_FB_D_D|M_L_C_D|M_FB_C_D|M_L_D_S|M_FB_D_S|M_L_C_S|M_FB_C_S|M_L_D_D
08/05/2018 02:58,08/05/2018 03:04,IP Address,100,327,TRUE,08/05/2018 03:04,R_1GIhWzVqhMnCi8b,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Well,Neither well nor badly,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Well,Not well,Not well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Not well,Well,Well,Neither well nor badly,Not well,Neither well nor badly,Not well,Well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Well,Not well,Neither well nor badly,Not well,Neither well nor badly,Very well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Not at all well,Not well,Not well,Neither well nor badly,Neither well nor badly,Well,Not well,Not at all well,Very well,Neither well nor badly,Neither well nor badly,Well,Not at all well,Well,Neither well nor badly,Not at all well,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Not well,Well,Well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Neither well nor badly,Very well,Not at all well,Neither well nor badly,Well,Not well,Not at all well,Neither well nor badly,Not well,Not well,Well,Well,Not at all well,Well,Not well,Well,Neither well nor badly,Not at all well,Well,32,USA,Male,"Twitter,Instagram",Once a week,,FemaleStimulus|MaleStimulus,F_L_D_S|F_FB_C_D|F_L_D_D|F_L_C_S|F_FB_D_D|F_L_C_D|F_FB_D_S|F_FB_C_S|Fcontrol,M_FB_D_S|MControl|M_FB_C_S|M_FB_C_D|M_L_C_D|M_L_C_S|M_L_D_D|M_FB_D_D|M_L_D_S
08/05/2018 02:51,08/05/2018 03:04,IP Address,100,771,TRUE,08/05/2018 03:04,R_O9d7MBiDrGzOy0V,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Well,Not well,Very well,Neither well nor badly,Well,Well,Not well,Neither well nor badly,Well,Neither well nor badly,Well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Not well,Well,Not well,Well,Well,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Well,Neither well nor badly,Not well,Well,Not well,Neither well nor badly,Not well,Not well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Not well,Very well,Neither well nor badly,Not well,Not well,Not well,Well,Neither well nor badly,Not well,Not well,Not well,Very well,Not well,Not well,Not well,Not well,Neither well nor badly,Well,Neither well nor badly,Not well,Not well,Very well,Not well,Neither well nor badly,Not well,Well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Well,Neither well nor badly,39,USA,Male,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,,FemaleStimulus|MaleStimulus,F_FB_D_D|F_L_C_S|F_L_C_D|F_FB_C_S|F_FB_C_D|F_L_D_S|F_FB_D_S|F_L_D_D|Fcontrol,M_L_C_D|M_FB_C_D|M_L_D_S|M_FB_D_S|MControl|M_L_D_D|M_FB_C_S|M_L_C_S|M_FB_D_D
08/05/2018 03:01,08/05/2018 03:07,IP Address,100,320,TRUE,08/05/2018 03:07,R_3eq2wiQsk2K4fha,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Not well,Not well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Not at all well,Neither well nor badly,Neither well nor badly,Not at all well,Neither well nor badly,Not well,Not well,Neither well nor badly,Not at all well,Not at all well,Neither well nor badly,Not well,Neither well nor badly,Not well,Neither well nor badly,Not well,Not well,,Not at all well,Not well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not at all well,Neither well nor badly,Neither well nor badly,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Not at all well,Neither well nor badly,Neither well nor badly,Not at all well,Not at all well,Neither well nor badly,Not at all well,Neither well nor badly,Well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not well,Not at all well,Neither well nor badly,Not well,Not well,Not well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not well,Not at all well,Not at all well,Not at all well,Well,Neither well nor badly,Not well,Well,Neither well nor badly,Not at all well,Neither well nor badly,,Not at all well,Not at all well,Neither well nor badly,Neither well nor badly,Not well,Not well,Well,Not well,Neither well nor badly,Neither well nor badly,Not at all well,Well,30,USA,Male,"Facebook,Twitter,Instagram",Several times a week,,MaleStimulus|FemaleStimulus,F_FB_D_S|F_L_D_D|Fcontrol|F_L_C_S|F_FB_C_D|F_L_D_S|F_FB_D_D|F_FB_C_S|F_L_C_D,M_L_C_S|M_FB_D_S|M_L_D_S|M_FB_D_D|MControl|M_L_C_D|M_L_D_D|M_FB_C_S|M_FB_C_D
08/05/2018 03:04,08/05/2018 03:07,IP Address,100,192,TRUE,08/05/2018 03:07,R_PGN60KwrrROftnj,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Very well,Not at all well,Not at all well,Not at all well,Very well,Very well,Not at all well,Not at all well,Not at all well,Very well,Not at all well,Not at all well,Well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Well,Not at all well,Not at all well,Well,,Well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Not well,Very well,Not at all well,Not at all well,Well,Well,Not at all well,Very well,Not at all well,Well,Well,Not at all well,Very well,Not at all well,Well,Well,Not at all well,Not at all well,Not at all well,Well,Well,Not at all well,Not at all well,Not at all well,Well,Well,Not at all well,Not at all well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Well,Well,Not at all well,Well,Not at all well,Well,Well,Not at all well,Well,24,United States,Male,"Facebook,Twitter",Less than once a week,,FemaleStimulus|MaleStimulus,F_FB_D_D|Fcontrol|F_L_D_S|F_FB_C_S|F_FB_C_D|F_L_C_D|F_FB_D_S|F_L_C_S|F_L_D_D,M_L_D_S|M_L_C_D|M_FB_D_D|M_FB_D_S|M_L_D_D|M_L_C_S|M_FB_C_D|MControl|M_FB_C_S
08/05/2018 02:46,08/05/2018 03:08,IP Address,100,1279,TRUE,08/05/2018 03:08,R_2RVyoQU8YJUBP6C,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Not at all well,Well,Not well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not well,Not at all well,Not well,Well,Not at all well,Neither well nor badly,Not at all well,Well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not well,Not at all well,Well,Not at all well,Not well,Well,Not well,Well,Not well,Not well,Not at all well,Not well,Well,Not well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Well,Not at all well,Not at all well,Not at all well,Not well,Well,Not at all well,Not at all well,Well,Neither well nor badly,Not well,Well,Not well,Not at all well,Well,Not at all well,Well,Not well,Not at all well,Well,Neither well nor badly,Well,Not well,Neither well nor badly,Neither well nor badly,Not well,Well,Well,Not at all well,Not well,Well,Well,Not well,Neither well nor badly,Well,Well,Not at all well,Not well,Well,Neither well nor badly,Not well,Well,Neither well nor badly,Not well,Neither well nor badly,Neither well nor badly,Well,Well,Neither well nor badly,Well,33,USA,Male,Instagram,Less than once a week,,FemaleStimulus|MaleStimulus,Fcontrol|F_FB_C_D|F_FB_D_S|F_L_C_S|F_L_C_D|F_L_D_S|F_FB_C_S|F_FB_D_D|F_L_D_D,M_FB_C_S|M_L_D_S|M_FB_C_D|MControl|M_L_D_D|M_FB_D_S|M_L_C_D|M_L_C_S|M_FB_D_D
08/05/2018 03:07,08/05/2018 03:09,IP Address,100,103,TRUE,08/05/2018 03:09,R_29icaQiDGTGrj6z,anonymous,EN,"I confirm that I have read and understand the participant information for this study (above). I have had the opportunity to ask questions if necessary and have had these answered satisfactorily,I understand that my participation is voluntary and that I am free to withdraw up to four weeks after participation without giving any reason. I understand that if I wish my data to be removed and destroyed, this will be possibly only if  I contact the researcher (Dr Ruth Page),I understand that my personal data will be processed for the purposes detailed above, in accordance with the Data Protection Act 1998,I understand that my answers may be quoted directly in conference presentations and publications, and that if this is the case, no personally identifiable information will be shared,I confirm that I am aged eighteen or over,I confirm that I am a native-level English speaker,Based on the above, I agree to take part in this study",Not well,Neither well nor badly,Well,Very well,Not well,Neither well nor badly,Neither well nor badly,Well,Very well,Neither well nor badly,Well,Neither well nor badly,Well,Very well,Neither well nor badly,Neither well nor badly,Well,Very well,Neither well nor badly,Not well,Well,Well,Very well,Neither well nor badly,Well,Neither well nor badly,Well,Very well,Well,Neither well nor badly,Well,Very well,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Well,Not well,Neither well nor badly,Well,Neither well nor badly,Well,Not well,Well,Neither well nor badly,Well,Very well,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Well,Not well,Well,Neither well nor badly,Not well,Neither well nor badly,Well,Very well,Not well,Neither well nor badly,Well,Neither well nor badly,Well,Very well,Neither well nor badly,Neither well nor badly,Well,Very well,Neither well nor badly,,Well,Not well,Well,Not well,Well,Not well,Well,Neither well nor badly,Well,Very well,Well,Not well,Well,Neither well nor badly,Well,Neither well nor badly,Neither well nor badly,Not well,Not well,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,,FemaleStimulus|MaleStimulus,F_FB_D_S|F_L_D_S|F_FB_D_D|F_L_D_D|F_FB_C_S|F_FB_C_D|F_L_C_S|Fcontrol|F_L_C_D,M_FB_C_S|MControl|M_L_C_D|M_L_D_D|M_L_D_S|M_FB_C_D|M_FB_D_S|M_FB_D_D|M_L_C_S
